Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,WT_rep1,WT_rep2,KO_rep1,KO_rep3,chrom,type,symbol
ENSMUSG00000045794.4,31.1720613,-3.666522675,0.93191354,-3.934402192,8.34E-05,0.001184279,18.4213844,97.18044914,6.013215939,3.073195722,chr2,protein_coding,Lkaaear1
ENSMUSG00000045835.6,569.4362533,-2.34631353,0.524736917,-4.4714093,7.77E-06,0.000140635,630.2052558,1273.262211,214.4713685,159.8061775,chr13,protein_coding,Hdgfl1
ENSMUSG00000045915.16,165.4689617,-4.911429542,0.47107537,-10.42599519,1.89E-25,5.87E-23,218.1479732,422.4374626,10.02202656,11.26838431,chr11,protein_coding,Ccdc42
ENSMUSG00000045928.3,700.8970903,-3.079546548,0.188321426,-16.3526085,4.17E-60,2.11E-56,1161.516764,1345.651729,168.3700463,128.0498217,chr7,lncRNA,4933440M02Rik
ENSMUSG00000046000.6,377.2428276,-1.186041403,0.206307541,-5.748899906,8.98E-09,3.08E-07,515.7987632,532.5091958,245.5396508,215.1237005,chr5,protein_coding,Naa11
ENSMUSG00000046173.4,907.1935807,-3.571867847,0.704559082,-5.069649855,3.99E-07,9.72E-06,891.0132771,2456.285434,149.3281958,132.147416,chr17,protein_coding,Pabpc6
ENSMUSG00000046192.5,244.3403389,-2.430927577,0.327607074,-7.420253609,1.17E-13,8.83E-12,284.0771384,540.4422937,83.18282049,69.65910303,chr6,protein_coding,Iqub
ENSMUSG00000046196.5,243.9592582,-1.932699245,0.361724184,-5.343019156,9.14E-08,2.56E-06,223.9652525,549.3670288,107.2356842,95.26906738,chr17,protein_coding,Ttc39d
ENSMUSG00000046312.5,165.3587153,-2.947092089,0.350886633,-8.398986496,4.50E-17,5.49E-15,239.4779972,346.0813954,43.09471423,32.78075437,chr4,protein_coding,Myorg
ENSMUSG00000046337.18,1248.423587,-1.269834883,0.174284487,-7.285989161,3.19E-13,2.29E-11,1445.593902,2084.42147,794.7467066,668.9322688,chr1,protein_coding,Fam178b
ENSMUSG00000046487.7,95.40691121,-5.36176092,1.301490661,-4.119707565,3.79E-05,0.00058909,98.89374784,273.6918772,8.017621252,1.024398574,chr18,processed_pseudogene,Mospd4
ENSMUSG00000046585.10,42.76014181,-3.994521483,0.857620158,-4.657681426,3.20E-06,6.32E-05,29.08639642,131.8877524,8.017621252,2.048797148,chr19,protein_coding,Cfap58
ENSMUSG00000046709.19,189.0311445,-0.948005263,0.302539155,-3.133496107,0.001727372,0.016151408,206.5134146,291.5413474,142.3127772,115.7570389,chr5,protein_coding,Mapk10
ENSMUSG00000046717.6,115.9945776,-1.579108523,0.379378385,-4.162357648,3.15E-05,0.000498301,147.3710752,200.3107217,68.14978064,48.14673298,chr6,protein_coding,Igbp1b
ENSMUSG00000046753.11,484.5888377,-0.673408468,0.181488982,-3.710464728,0.000206879,0.002604182,593.362487,597.9572534,358.788551,388.2470595,chr14,protein_coding,Ccdc66
ENSMUSG00000046782.15,378.0063221,-1.962182349,0.238316358,-8.233519367,1.82E-16,2.00E-14,502.2251116,701.0875259,168.3700463,140.3426046,chr12,protein_coding,Ttc6
ENSMUSG00000046846.5,719.1812837,-1.63283992,0.217784509,-7.497502577,6.50E-14,5.01E-12,836.7186704,1338.710269,388.8546307,312.4415651,chr9,protein_coding,Spesp1
ENSMUSG00000046934.6,583.0674555,-3.484039133,0.257068944,-13.55293671,7.61E-42,9.63E-39,780.4849707,1360.526288,106.2334816,85.02508164,chr10,protein_coding,Csl
ENSMUSG00000046991.13,207.7412726,-0.802527831,0.275883257,-2.908939963,0.003626565,0.029972544,232.6911714,295.5078964,159.3502224,143.4158004,chr17,protein_coding,Wdr27
ENSMUSG00000046994.10,1497.269936,-0.771976687,0.144833085,-5.330112842,9.82E-08,2.73E-06,1647.259584,2130.036783,1151.530852,1060.252524,chr1,protein_coding,Mars2
ENSMUSG00000047003.16,967.9633546,-0.606869848,0.145386964,-4.174169619,2.99E-05,0.000475372,1091.709412,1245.496369,735.6167499,799.0308877,chr15,protein_coding,Zfp41
ENSMUSG00000047014.8,208.7679268,-4.18229158,0.403856406,-10.35588767,3.94E-25,1.15E-22,254.990742,536.4757447,20.04405313,23.5611672,chr12,protein_coding,Catsperb
ENSMUSG00000047021.15,1127.54259,-3.082511237,0.395804585,-7.787962438,6.81E-15,6.18E-13,1480.497578,2553.465883,237.5220296,238.6848677,chr1,protein_coding,Cfap65
ENSMUSG00000047104.6,282.9551063,-4.298956814,0.830298149,-5.177606167,2.25E-07,5.81E-06,253.0516489,824.0505432,27.05947173,27.6587615,chr6,protein_coding,Pbp2
ENSMUSG00000047193.17,3492.884453,-0.913361286,0.109245059,-8.360664501,6.24E-17,7.42E-15,4171.958793,4954.219632,2407.290781,2438.068606,chr9,protein_coding,Dync2h1
ENSMUSG00000047205.13,404.7916065,-0.828596011,0.216374924,-3.829445641,0.000128432,0.001732533,447.9305049,588.040881,309.6806209,273.5144193,chr11,protein_coding,Dusp18
ENSMUSG00000047257.14,238.2355021,-1.776181285,0.333301034,-5.329060233,9.87E-08,2.74E-06,264.6862074,473.0109616,133.2929533,81.95188592,chr9,protein_coding,Prss45
ENSMUSG00000047342.18,196.7028933,-1.129344956,0.300751681,-3.755074461,0.00017329,0.002239048,234.6302645,305.4242687,144.3171825,102.4398574,chr11,protein_coding,Zfp286
ENSMUSG00000047361.17,361.0785898,-1.265485281,0.24764833,-5.110009346,3.22E-07,8.01E-06,404.3009103,615.8067236,226.4978004,197.7089248,chr1,protein_coding,Gm973
ENSMUSG00000047369.18,1186.83063,-2.147896292,0.402175127,-5.340698983,9.26E-08,2.58E-06,1477.588938,2395.795562,503.1057336,370.8322838,chr1,protein_coding,Dnah14
ENSMUSG00000047446.19,1817.595236,-0.717086744,0.143238707,-5.006235804,5.55E-07,1.31E-05,1967.209945,2553.465883,1470.231297,1279.473819,chr12,protein_coding,Arl4a
ENSMUSG00000047528.14,397.6996023,-4.988082897,0.320941833,-15.54201536,1.80E-54,6.08E-51,597.2406732,945.030286,29.06387704,19.46357291,chr1,protein_coding,Flacc1
ENSMUSG00000047669.9,477.507636,-0.993400789,0.229095315,-4.336189892,1.45E-05,0.000246711,510.9510305,760.5857601,356.7841457,281.7096078,chr10,protein_coding,Msl3l2
ENSMUSG00000047674.3,1949.72972,-1.377500009,0.133425438,-10.32411831,5.48E-25,1.58E-22,2560.572432,3071.10052,1173.579311,993.6666168,chr3,protein_coding,Pdha2
ENSMUSG00000047696.17,96.11811633,-3.655648977,0.549595038,-6.651531986,2.90E-11,1.50E-09,118.2846788,237.9929367,22.04845844,6.146391444,chr3,protein_coding,Ccdc144b
ENSMUSG00000047720.8,1523.150214,-3.137633665,0.611687599,-5.129470778,2.91E-07,7.29E-06,1735.48832,3735.497468,378.8326042,242.782462,chr6,protein_coding,Clec2m
ENSMUSG00000047810.10,104.6826602,-1.432531176,0.500245401,-2.863656865,0.004187814,0.033890823,79.50281689,226.0932898,72.15859127,40.97594296,chr19,protein_coding,Ccdc88b
ENSMUSG00000047938.8,11.38990155,-5.459783228,1.930058535,-2.828817432,0.004672034,0.037101233,2.908639642,41.64876392,1.002202656,0,chr15,lncRNA,4930483J18Rik
ENSMUSG00000047940.14,102.9215562,-1.944289096,0.411814694,-4.721271781,2.34E-06,4.82E-05,148.3406218,178.4947025,54.11894345,30.73195722,chr3,protein_coding,Stpg2
ENSMUSG00000047989.12,843.4630793,-0.744830012,0.1577961,-4.720205448,2.36E-06,4.83E-05,961.790175,1151.290831,659.449348,601.3219629,chr18,protein_coding,Ino80c
ENSMUSG00000048029.11,219.8463586,-1.272655721,0.287303672,-4.429653513,9.44E-06,0.000168369,251.1125558,370.8723263,126.2775347,131.1230175,chr19,protein_coding,Eno4
ENSMUSG00000048120.17,401.2831244,-0.74218039,0.224588513,-3.304623112,0.000951042,0.009733628,434.3568532,570.1914108,264.5815013,336.0027323,chr19,protein_coding,Entpd1
ENSMUSG00000048230.7,326.7015787,-1.274719736,0.250947771,-5.079621663,3.78E-07,9.23E-06,371.3363277,553.3335778,183.4030861,198.7333234,chr15,protein_coding,Fbxo43
ENSMUSG00000048329.8,28.56882807,-3.713036479,0.849605598,-4.370306045,1.24E-05,0.000215307,39.75140844,66.43969482,5.011013282,3.073195722,chr11,protein_coding,Mfsd6l
ENSMUSG00000048439.16,282.4493937,-0.940106087,0.23253418,-4.0428727,5.28E-05,0.000786717,349.0367571,393.6799827,191.4207074,195.6601276,chr5,protein_coding,Nupl2
ENSMUSG00000048478.8,1069.405384,-1.244561394,0.188528054,-6.601465241,4.07E-11,2.06E-09,1191.572707,1816.679417,687.5110224,581.85839,chr8,protein_coding,Spata33
ENSMUSG00000048602.10,1135.503002,-7.371916012,0.669884947,-11.00474946,3.63E-28,1.33E-25,1877.042116,2637.755048,20.04405313,7.170790018,chr17,protein_coding,Morc2b
ENSMUSG00000048875.4,92.12434349,-2.366075215,0.442107866,-5.351805285,8.71E-08,2.44E-06,121.1933184,187.4194376,25.05506641,34.82955152,chr18,protein_coding,Pudp
ENSMUSG00000048905.6,153.2101411,-1.123177939,0.324056886,-3.46599004,0.000528283,0.005902416,194.878856,225.1016526,80.17621252,112.6838431,chr17,protein_coding,Bnip5
ENSMUSG00000048921.12,226.1042475,-0.709274164,0.259847303,-2.729580622,0.006341494,0.047470881,262.7471143,298.4828081,184.4052888,158.781779,chr7,protein_coding,Zfp689
ENSMUSG00000049091.8,1668.389015,-1.455213799,0.130478174,-11.15292888,6.93E-29,2.70E-26,2240.622071,2649.654695,934.0528759,849.2264178,chr7,protein_coding,Sephs2
ENSMUSG00000049123.11,536.4531889,-2.110801742,0.525623537,-4.015805218,5.92E-05,0.000871167,603.0579525,1139.391184,242.5330429,160.8305761,chr7,protein_coding,Catsperg2
ENSMUSG00000049353.18,21.97201716,-3.513446917,0.988491148,-3.554353446,0.00037891,0.004418938,21.33002404,59.49823417,5.011013282,2.048797148,chr1,protein_coding,Rd3
ENSMUSG00000049357.12,234.8587448,-1.064782446,0.25241384,-4.218399626,2.46E-05,0.000398996,305.4071624,330.2151996,158.3480197,145.4645975,chr18,protein_coding,Brd8dc
ENSMUSG00000049387.11,1227.490398,-0.942382937,0.155149671,-6.074024722,1.25E-09,5.00E-08,1528.005359,1701.649497,958.1057396,722.2009947,chr5,protein_coding,Cox7b2
ENSMUSG00000049476.13,99.80506791,-1.420977203,0.394952563,-3.597842717,0.000320868,0.003848509,126.0410512,164.6117812,47.10352486,61.46391444,chr8,lncRNA,1700104B16Rik
ENSMUSG00000049488.15,812.3076577,-0.865090132,0.148236606,-5.835873855,5.35E-09,1.93E-07,1028.688887,1068.984941,595.308378,556.2484257,chr4,protein_coding,Tmem67
ENSMUSG00000049526.9,72.17546714,-4.388325251,0.726271315,-6.042267071,1.52E-09,5.99E-08,48.47732737,227.0849271,8.017621252,5.12199287,chr9,protein_coding,Tmem202
ENSMUSG00000049571.19,602.1994867,-2.456150895,0.236686624,-10.37722731,3.15E-25,9.51E-23,791.1499827,1246.488006,216.4757738,154.6841847,chr7,protein_coding,Cfap46
ENSMUSG00000049576.7,181.3791849,-1.501690663,0.288263023,-5.20944603,1.89E-07,4.97E-06,273.4121264,262.7838676,101.2224683,88.09827736,chr10,transcribed_processed_pseudogene,Zfa-ps
ENSMUSG00000049670.10,876.9641292,-1.265462608,0.186144198,-6.798291966,1.06E-11,5.85E-10,1026.749794,1450.765276,564.2400956,466.1013512,chr19,protein_coding,Morn4
ENSMUSG00000049676.15,610.2453531,-1.181801438,0.246447356,-4.795350443,1.62E-06,3.48E-05,585.6061146,1108.65043,372.8193882,373.9054795,chr7,protein_coding,Catsperg1
ENSMUSG00000049858.9,297.4700373,-0.863715728,0.235111147,-3.673648569,0.000239112,0.002951912,378.1231535,389.7134338,185.4074915,236.6360706,chr10,protein_coding,Suox
ENSMUSG00000049881.15,856.8985543,-0.988176703,0.199214278,-4.960370882,7.04E-07,1.62E-05,905.5564753,1373.417572,635.3964842,513.2236856,chr1,transcribed_processed_pseudogene,2810025M15Rik
ENSMUSG00000049897.15,285.1046802,-3.597998862,0.362082534,-9.936957806,2.87E-23,7.01E-21,331.5849192,721.9119079,53.11674079,33.80515294,chr2,protein_coding,Stkld1
ENSMUSG00000049971.18,91.36836812,-2.632707146,0.556440002,-4.73134055,2.23E-06,4.60E-05,70.77689796,243.9427601,21.04625579,29.70755865,chr5,protein_coding,Glt1d1
ENSMUSG00000049985.16,40.03841892,-3.356404539,0.78082659,-4.298527461,1.72E-05,0.000288471,38.7818619,107.0968215,3.006607969,11.26838431,chr13,protein_coding,Ankrd55
ENSMUSG00000050010.9,78.73145135,-1.920785016,0.506842362,-3.789708912,0.000150824,0.001993319,75.6246307,173.5365163,37.08149829,28.68316007,chr5,protein_coding,Shisa3
ENSMUSG00000050035.8,2561.561187,-2.990996128,0.642905813,-4.652308423,3.28E-06,6.44E-05,2558.633339,6542.822484,623.3700523,521.4188742,chr10,protein_coding,Fhl4
ENSMUSG00000050050.18,1118.893902,-1.137736456,0.157899114,-7.205464468,5.78E-13,3.93E-11,1339.913329,1737.348438,739.6255605,658.6882831,chr5,protein_coding,Ccdc158
ENSMUSG00000050107.3,881.0281079,-2.548051468,0.755889601,-3.37093071,0.000749147,0.007940409,743.6422019,2265.891085,262.577096,252.0020492,chr11,protein_coding,Haspin
ENSMUSG00000050114.8,481.6841321,-9.305187695,0.908774492,-10.23927033,1.32E-24,3.72E-22,439.204586,1484.480942,1.002202656,2.048797148,chr2,protein_coding,Prdx6b
ENSMUSG00000050122.20,123.1044424,-1.775562628,0.37319884,-4.757685281,1.96E-06,4.10E-05,158.0360872,223.1183781,64.14097002,47.1223344,chr1,protein_coding,Vwa3b
ENSMUSG00000050150.17,494.3602579,-1.822408593,0.238265069,-7.648660379,2.03E-14,1.68E-12,583.6670215,957.9215701,209.4603552,226.3920849,chr3,protein_coding,Slc9b1
ENSMUSG00000050439.8,341.5982681,-1.452739399,0.237321068,-6.121409329,9.28E-10,3.78E-08,422.7222947,578.1245087,192.42291,173.123359,chr15,protein_coding,Enthd1
ENSMUSG00000050471.18,1239.541256,-0.71354717,0.146198874,-4.880661204,1.06E-06,2.34E-05,1388.390656,1691.733125,1003.204859,874.8363822,chr9,protein_coding,Fam118b
ENSMUSG00000050534.9,11.12278287,-6.898442901,1.905618069,-3.620055358,0.00029454,0.00356656,5.817279284,38.67385221,0,0,chr1,protein_coding,Htr5b
ENSMUSG00000050553.4,863.0000531,-2.978714774,0.607220991,-4.905487161,9.32E-07,2.10E-05,903.6173822,2159.7859,215.4735711,173.123359,chr5,protein_coding,Gk2
ENSMUSG00000050555.10,985.5968411,-0.738424271,0.148608469,-4.968924554,6.73E-07,1.56E-05,1138.247647,1326.810622,779.7136668,697.6154289,chr9,protein_coding,Hyls1
ENSMUSG00000050623.6,119.1384635,-4.283226533,0.534574605,-8.012401806,1.12E-15,1.09E-13,125.0715046,328.2319252,14.03083719,9.219587166,chr19,protein_coding,Catsperz
ENSMUSG00000050677.3,668.3171619,-1.43871356,0.224331309,-6.413342681,1.42E-10,6.70E-09,722.3121778,1230.62181,361.795159,358.5395009,chr5,protein_coding,Ccdc96
ENSMUSG00000050844.6,1483.348263,-0.691710496,0.12999913,-5.3208856,1.03E-07,2.85E-06,1755.848797,1908.90168,1220.682836,1047.959741,chr10,protein_coding,1700020N01Rik
ENSMUSG00000050876.10,85.46785838,-2.897059379,0.464285526,-6.239822731,4.38E-10,1.89E-08,130.8887839,170.5616046,25.05506641,15.36597861,chr13,protein_coding,Spata31d1a
ENSMUSG00000050930.6,679.5041955,-0.962173423,0.157238357,-6.119202969,9.40E-10,3.83E-08,902.6478356,893.4651497,465.0220326,456.881764,chr8,protein_coding,Map10
ENSMUSG00000050944.15,752.6696856,-3.199006715,0.68202406,-4.690460211,2.73E-06,5.49E-05,742.6726553,1972.366463,157.3458171,138.2938075,chr11,protein_coding,Efcab5
ENSMUSG00000050957.5,170.0690706,-2.909506129,0.400882439,-7.257754008,3.94E-13,2.76E-11,195.8484026,404.5879923,49.10793017,30.73195722,chr19,protein_coding,Insl6
ENSMUSG00000050994.21,211.1571283,-0.915958009,0.266276571,-3.439874587,0.000581984,0.006386041,272.4425798,279.6417006,158.3480197,134.1962132,chr10,protein_coding,Adgb
ENSMUSG00000050996.8,869.7253435,-3.411874193,0.512081446,-6.662756916,2.69E-11,1.41E-09,1047.110271,2133.011695,154.3392091,144.4401989,chr18,protein_coding,Cetn1
ENSMUSG00000051176.7,355.9685086,-0.735858359,0.225399713,-3.264681881,0.001095871,0.0109177,423.6918412,466.069501,305.6718102,228.440882,chr8,protein_coding,Zfp42
ENSMUSG00000051343.12,1763.238321,-1.018374043,0.155607486,-6.544505472,5.97E-11,2.97E-09,1963.331759,2758.734791,1231.707065,1099.17967,chr6,protein_coding,Rab11fip5
ENSMUSG00000051435.12,457.6343357,-2.228612295,0.227476728,-9.797100168,1.16E-22,2.69E-20,632.1443489,876.6073167,179.3942755,142.3914018,chr4,protein_coding,Fhad1
ENSMUSG00000051506.18,446.859477,-0.870165175,0.200544276,-4.339017756,1.43E-05,0.000244587,514.8292167,640.5976545,325.7158634,306.2951736,chr14,protein_coding,Wdfy4
ENSMUSG00000051648.14,3106.891117,-1.232343273,0.134492172,-9.162936813,5.05E-20,9.04E-18,3785.109721,4932.403612,2003.40311,1706.648024,chr8,protein_coding,Kctd19
ENSMUSG00000051674.16,733.293508,-0.620134704,0.152379944,-4.069660926,4.71E-05,0.000710402,869.683253,907.348071,573.2599195,582.8827886,chr5,protein_coding,Dcun1d4
ENSMUSG00000051732.3,807.0600164,-5.523752308,0.923816546,-5.979274058,2.24E-09,8.59E-08,730.0685502,2429.511228,45.09911954,23.5611672,chr18,protein_coding,Pabpc2
ENSMUSG00000051736.9,1159.189278,-2.906715696,0.497418309,-5.843604156,5.11E-09,1.86E-07,1361.243353,2729.977311,298.6563916,246.8800563,chr10,protein_coding,Fam229b
ENSMUSG00000051769.3,558.7740412,-0.921322467,0.183502891,-5.020751788,5.15E-07,1.23E-05,688.3780487,774.4686814,422.929521,349.3199137,chr2,protein_coding,Wfdc15a
ENSMUSG00000051811.15,1941.658802,-1.35573939,0.335229524,-4.044212374,5.25E-05,0.000783386,2275.525747,3309.093457,1246.740105,935.2758981,chr7,protein_coding,Cox6b2
ENSMUSG00000051860.14,106.4822538,-2.480804734,0.414739272,-5.981600734,2.21E-09,8.48E-08,159.9751803,201.3023589,41.09030892,23.5611672,chr3,protein_coding,Samd7
ENSMUSG00000051900.13,332.1585272,-1.642129791,0.28184346,-5.826389557,5.66E-09,2.04E-07,358.7322225,647.5391152,153.3370064,169.0257647,chr7,protein_coding,Abca16
ENSMUSG00000051910.14,749.4870769,-0.682644796,0.166806667,-4.092431126,4.27E-05,0.000651385,839.6273101,1007.503432,536.1784212,614.6391444,chr7,protein_coding,Sox6
ENSMUSG00000051934.6,1976.44386,-0.631191755,0.118417127,-5.330240415,9.81E-08,2.73E-06,2231.896152,2572.30699,1586.486805,1515.085491,chr15,protein_coding,Spats2
ENSMUSG00000052075.8,500.9627665,-12.39221432,1.965934342,-6.303473141,2.91E-10,1.28E-08,489.6210064,1514.23006,0,0,chr13,protein_coding,1700029F12Rik
ENSMUSG00000052221.9,280.4860143,-3.17999712,0.323058319,-9.843415037,7.32E-23,1.72E-20,349.0367571,661.4220365,54.11894345,57.36632014,chr12,protein_coding,Ppp1r36
ENSMUSG00000052334.12,24.22486432,-2.946296731,0.902808015,-3.263480918,0.001100526,0.010947907,21.33002404,64.45642035,7.015418595,4.097594296,chr14,protein_coding,1700024B05Rik
ENSMUSG00000052371.6,149.5687715,-3.987189731,0.432144692,-9.226515582,2.80E-20,5.34E-18,194.878856,367.8974146,16.0352425,19.46357291,chr2,lncRNA,Hoxd3os1
ENSMUSG00000052407.18,540.7857643,-0.671937983,0.208892408,-3.216670199,0.001296876,0.012567522,551.6719855,777.4435931,455.0000061,379.0274724,chr4,protein_coding,Ccdc171
ENSMUSG00000052469.10,323.225281,-11.76004789,1.976761357,-5.94914902,2.70E-09,1.02E-07,313.1635348,979.7375893,0,0,chr17,protein_coding,Tcp10c
ENSMUSG00000052496.6,111.920214,-2.997126223,1.049133562,-2.856763268,0.004279849,0.03440543,78.53327034,319.30719,16.0352425,33.80515294,chr15,protein_coding,Pkdrej
ENSMUSG00000052525.15,540.3453049,-0.90410359,0.206234596,-4.383859972,1.17E-05,0.000203202,623.41843,785.376691,431.949345,320.6367537,chr17,protein_coding,Spdya
ENSMUSG00000052631.16,28.4603713,-2.121171267,0.766000911,-2.769149797,0.005620279,0.043027137,28.11684987,64.45642035,11.02422922,10.24398574,chr6,protein_coding,Sh2d6
ENSMUSG00000052642.4,145.437669,-1.513569583,0.371232391,-4.077148493,4.56E-05,0.000691008,151.2492614,279.6417006,80.17621252,70.68350161,chr11,protein_coding,Lypd9
ENSMUSG00000052673.3,86.26602528,-1.540867839,0.459291866,-3.354877265,0.000794002,0.008332903,88.22873581,168.5783301,39.0859036,49.17113155,chr12,lncRNA,Gm9887
ENSMUSG00000052713.10,484.7999259,-0.956547929,0.190619395,-5.018103909,5.22E-07,1.24E-05,582.697475,697.120977,338.7444979,320.6367537,chr18,protein_coding,Zfp608
ENSMUSG00000052783.17,678.4047617,-0.953986944,0.207220865,-4.603720499,4.15E-06,7.97E-05,699.0430607,1090.80096,473.0396539,450.7353726,chr5,protein_coding,Grk4
ENSMUSG00000052794.14,414.9889042,-0.741990365,0.210354173,-3.527338455,0.00041976,0.004835414,450.8391445,588.040881,310.6828235,310.3927679,chr8,protein_coding,1700030K09Rik
ENSMUSG00000052861.14,315.6267746,-5.115159618,0.690852306,-7.404129038,1.32E-13,9.93E-12,371.3363277,855.7829348,21.04625579,14.34158004,chr6,protein_coding,Dnah6
ENSMUSG00000052922.10,98.49766287,-3.295153756,0.516112313,-6.384567216,1.72E-10,7.96E-09,103.7414806,253.8591324,22.04845844,14.34158004,chr2,protein_coding,Bpi
ENSMUSG00000053012.18,1478.610926,-0.729602901,0.133312866,-5.472861874,4.43E-08,1.32E-06,1668.589608,2020.956687,1114.449354,1110.448054,chr6,protein_coding,Krcc1
ENSMUSG00000053030.12,661.9571106,-4.514380328,0.821433927,-5.495731528,3.89E-08,1.18E-06,729.0990037,1807.754681,77.16960455,33.80515294,chr5,protein_coding,Spink2
ENSMUSG00000053070.6,909.9295415,-0.617016041,0.175557367,-3.514612058,0.000440397,0.005037303,1002.51113,1200.872693,826.8171916,609.5171515,chr9,protein_coding,Cfap300
ENSMUSG00000053111.14,762.3409859,-2.346134682,0.231234426,-10.14613058,3.45E-24,9.30E-22,923.0083131,1625.29343,271.5969199,229.4652806,chr7,protein_coding,Fank1
ENSMUSG00000053153.15,359.305613,-3.035640412,0.587214,-5.1695641,2.35E-07,6.02E-06,400.4227241,880.5738657,69.1519833,87.07387879,chr1,protein_coding,Spag16
ENSMUSG00000053161.17,162.2183051,-2.305659283,0.378517921,-6.091281687,1.12E-09,4.53E-08,202.6352284,337.1566603,70.15418595,38.92714581,chr1,protein_coding,Daw1
ENSMUSG00000053368.14,26.98737464,-2.4930601,0.852401492,-2.924748634,0.003447346,0.028823798,25.20821023,66.43969482,4.008810626,12.29278289,chr5,protein_coding,Rxfp2
ENSMUSG00000053411.17,505.8121198,-0.933679317,0.206273137,-4.526422247,6.00E-06,0.000111773,554.5806251,773.4770442,340.7489032,354.4419066,chr15,protein_coding,Cbx7
ENSMUSG00000053453.10,507.6353999,-0.727629568,0.180332406,-4.034935184,5.46E-05,0.000809025,620.5097903,645.5558407,403.8876706,360.588298,chr14,protein_coding,Thoc7
ENSMUSG00000053469.15,107.408289,-1.141301111,0.391810714,-2.912888977,0.003581019,0.029720401,127.0105977,168.5783301,53.11674079,80.92748735,chr15,protein_coding,Tg
ENSMUSG00000053470.14,4675.575028,-0.663132307,0.088716151,-7.474764207,7.73E-14,5.93E-12,5659.243197,5804.052743,3673.072736,3565.931436,chr6,protein_coding,Kdm3a
ENSMUSG00000053508.9,17.55689964,-4.037603051,1.277405348,-3.160784521,0.001573449,0.014877176,9.695465474,56.52332246,4.008810626,0,chr15,protein_coding,Gtsf2
ENSMUSG00000053624.5,329.5929452,-3.271593236,0.61458705,-5.32323816,1.02E-07,2.82E-06,359.7017691,834.9585528,57.12555142,66.58590731,chr18,protein_coding,Gykl1
ENSMUSG00000053783.6,270.4051723,-1.750153753,0.302959654,-5.776854213,7.61E-09,2.66E-07,309.2853486,524.5760979,145.3193852,102.4398574,chr11,protein_coding,1700016K19Rik
ENSMUSG00000053856.8,448.1509176,-1.665046161,0.227179825,-7.329199058,2.32E-13,1.70E-11,549.7328924,813.1425336,208.4581526,221.270092,chr5,protein_coding,Dnajc5g
ENSMUSG00000053868.5,40.00115057,-8.745554329,2.363101664,-3.700879425,0.000214854,0.002693523,28.11684987,131.8877524,0,0,chr14,protein_coding,Gm5142
ENSMUSG00000053873.2,19.32526982,-7.696319853,1.667990553,-4.614126764,3.95E-06,7.61E-05,45.56868773,31.73239156,0,0,chr5,protein_coding,Aym1
ENSMUSG00000053896.15,141.9091824,-2.345484723,0.39650643,-5.915376265,3.31E-09,1.24E-07,160.9447269,313.3573666,41.09030892,52.24432727,chr2,protein_coding,4933409G03Rik
ENSMUSG00000053897.16,118.2242866,-1.661739411,0.422919893,-3.929206066,8.52E-05,0.001205929,114.4064926,244.9343973,53.11674079,60.43951587,chr3,protein_coding,Slc39a8
ENSMUSG00000053914.10,470.0324933,-1.414825505,0.273529555,-5.172477642,2.31E-07,5.94E-06,479.925541,887.5153263,301.6629996,211.0261062,chr9,protein_coding,Kdm4d
ENSMUSG00000054003.14,4733.707385,-0.66657234,0.092860174,-7.178237064,7.06E-13,4.73E-11,5589.435846,6027.171121,3750.242341,3567.980233,chr12,protein_coding,Tdrd9
ENSMUSG00000054320.17,148.1498459,-1.882502375,0.382301211,-4.924133961,8.47E-07,1.93E-05,166.7620062,299.4744453,76.16740189,50.19553013,chr8,protein_coding,Lrrc36
ENSMUSG00000054383.3,201.0076672,-1.385837841,0.311947185,-4.442539976,8.89E-06,0.000159615,239.4779972,342.1148465,132.2907507,90.14707451,chr12,protein_coding,Pnma1
ENSMUSG00000054400.17,634.3356506,-1.137186446,0.208316995,-5.458923048,4.79E-08,1.41E-06,691.2866883,1053.118745,413.9096971,379.0274724,chr8,protein_coding,Cklf
ENSMUSG00000054746.19,90.76965005,-3.451689613,0.601613057,-5.737391457,9.61E-09,3.26E-07,65.92916522,266.7504165,15.03303985,15.36597861,chr7,protein_coding,Abca15
ENSMUSG00000054885.12,36.32218068,-2.890285779,0.732668581,-3.944874739,7.98E-05,0.001137688,39.75140844,88.25571401,6.013215939,11.26838431,chr4,protein_coding,4930578G10Rik
ENSMUSG00000054901.8,265.3773816,-0.839558854,0.278413836,-3.015506933,0.002565501,0.022559905,269.5339402,411.529453,213.4691658,166.9769676,chr17,protein_coding,Arhgef33
ENSMUSG00000054910.6,200.0132406,-1.254906144,0.292381027,-4.292023182,1.77E-05,0.000295584,236.5693576,327.2402879,110.2422922,126.0010246,chr8,lncRNA,4931415C17Rik
ENSMUSG00000055027.18,137.6193442,-1.247751197,0.360327802,-3.46282244,0.000534541,0.005949342,145.4319821,241.9594856,83.18282049,79.90308877,chr6,protein_coding,Smyd1
ENSMUSG00000055125.8,109.9941869,-1.591193386,0.408132825,-3.898714561,9.67E-05,0.001347605,126.0410512,204.2772706,44.09691689,65.56150874,chr9,lncRNA,M5C1000I18Rik
ENSMUSG00000055489.9,33.66078307,-2.253815866,0.724456441,-3.111044002,0.001864272,0.017232376,32.96458261,78.33934165,10.02202656,13.31718146,chr7,protein_coding,Ano5
