"","X","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","WT_rep1","WT_rep2","KO_rep1","KO_rep3","chrom","type","symbol"
"10733",10733,"ENSMUSG00000038932.14",2474.07918478444,-0.974134184467589,0.149243129907908,-6.52716265779663,6.70272460729481e-11,3.31596405144262e-09,2719.57806548076,3838.6277409925,1775.90310731556,1562.20782534895,"chr2","protein_coding","Tcfl5"
"10734",10734,"ENSMUSG00000038936.14",3098.46987480638,-1.03709274150375,0.129367104889069,-8.016664996817,1.08654937893434e-15,1.06208889533128e-13,3672.64232158329,4660.69500972998,2181.7951831975,1878.74698471474,"chr1","protein_coding","Sccpdh"
"10735",10735,"ENSMUSG00000038943.17",1456.30793993733,-0.832877314125337,0.128251092928915,-6.49411474869047,8.35230701934655e-11,4.09202373436944e-09,1728.7014940293,2002.11557971167,1039.28415478907,1055.13053121929,"chr7","protein_coding","Prc1"
"10737",10737,"ENSMUSG00000038954.15",550.213033182424,-0.668789621217185,0.17663232012023,-3.78633774816496,0.000152883842342263,0.00201396592835505,632.144348910323,718.936996181752,437.962560889897,411.808226747724,"chr17","protein_coding","Supt3"
"10762",10762,"ENSMUSG00000039021.16",367.146546103882,-1.14748158134804,0.235926108313611,-4.86373292701763,1.15192321528829e-06,2.53623659827456e-05,415.935468838234,595.97397890377,240.528637559669,216.148099113855,"chr2","protein_coding","Ttc16"
"10793",10793,"ENSMUSG00000039099.8",603.584234421461,-1.87548579549276,0.197810084856138,-9.48124458293798,2.51268020311259e-21,5.18791543161022e-19,852.231415172046,1045.18564686285,295.649783667093,221.270091983852,"chr7","protein_coding","Wdr93"
"10799",10799,"ENSMUSG00000039110.16",281.900833088638,-2.31707644545266,0.327565619848425,-7.07362526789243,1.50937541985319e-12,9.54396945165922e-11,300.559429696626,638.614380056619,95.2092523673689,93.2202702339375,"chr11","protein_coding","Mycbpap"
"10808",10808,"ENSMUSG00000039133.9",19.5123734033869,-3.56791686987258,1.05175333634565,-3.39235136849616,0.000692955158070596,0.00745414921233409,17.4518378533525,54.5400479862019,4.00881062599448,2.04879714799863,"chr7","lncRNA","9330171B17Rik"
"10825",10825,"ENSMUSG00000039174.15",42.9318809003905,-8.84756104743947,2.16247685685303,-4.09140149611357,4.28774065339647e-05,0.000653791592922563,35.8732222541134,135.854301347448,0,0,"chr3","protein_coding","1700003H04Rik"
"10828",10828,"ENSMUSG00000039179.14",63.8180007021755,-4.45209829586206,0.664377227105494,-6.70116029602431,2.06771065702884e-11,1.10390652861007e-09,79.5028168874947,164.611781194718,5.0110132824931,6.14639144399588,"chr16","protein_coding","Tekt5"
"10830",10830,"ENSMUSG00000039183.7",1124.7786877741,-0.682511202486194,0.188689598990657,-3.61711088548124,0.000297909701706819,0.00360305134748104,1069.40984179154,1702.64113440561,835.837015519849,891.226759379402,"chr17","protein_coding","Nubp2"
"10837",10837,"ENSMUSG00000039198.9",1847.0568098061,-1.09570160321394,0.319536028275074,-3.42903931406039,0.000605721780523062,0.00663571981976374,2581.90245574876,2451.32724767075,1438.16081207552,916.836723729385,"chr11","protein_coding","Ptchd3"
"10852",10852,"ENSMUSG00000039224.2",2586.87452791113,-1.03486853353196,0.124493763683894,-8.31261344270724,9.36170850019854e-17,1.07627732836942e-14,3152.96537217235,3800.94552602022,1814.989010919,1578.59820253294,"chr1","protein_coding","D1Pas1"
"10866",10866,"ENSMUSG00000039254.17",2274.05459082341,-0.943928045263673,0.137681385459053,-6.85588717833175,7.08712948228814e-12,3.98336049846162e-10,2578.99381610653,3406.27390604734,1625.57270884076,1485.377932299,"chr2","protein_coding","Pomt1"
"10878",10878,"ENSMUSG00000039298.17",1733.50113010992,-0.945544590869718,0.143087709608203,-6.60814680351494,3.89160688723316e-11,1.98344518277773e-09,1972.05767742883,2592.13973519876,1139.50442043893,1230.30268737317,"chr4","protein_coding","Cdk5rap2"
"10890",10890,"ENSMUSG00000039330.6",214.361147331169,-3.82132910428117,0.415753795270805,-9.19132704920254,3.88024409907594e-20,7.07323054961284e-18,234.63026447285,566.224861820387,35.0770929774517,21.5123700539856,"chr19","protein_coding","Tsga10ip"
"10891",10891,"ENSMUSG00000039335.12",558.5543517635,-4.49494403008168,0.781965589799182,-5.74826320840541,9.01648046234599e-09,3.08174773099846e-07,635.052988552549,1504.31368718306,65.1431726724103,29.7075586459801,"chr3","protein_coding","Spata16"
"10894",10894,"ENSMUSG00000039342.6",368.950400667805,-3.67548060000595,0.752737766614279,-4.88281678297849,1.04581035833974e-06,2.3177356835319e-05,381.031793131529,987.670687168311,67.1475779854076,39.9515443859732,"chr1","protein_coding","Ankar"
"10905",10905,"ENSMUSG00000039375.17",170.966002276488,-1.48093763821717,0.299370941928833,-4.94683160855746,7.54311750713282e-07,1.72851007519055e-05,228.812985188399,274.683514403235,89.1960364283772,91.1714730859388,"chr8","protein_coding","Wdr17"
"10912",10912,"ENSMUSG00000039395.9",509.160490128031,-0.748439370932387,0.183869581854261,-4.07049041709148,4.69142710558338e-05,0.00070840549294309,587.545207729534,689.18787909837,378.832604156478,381.076269527744,"chr1","protein_coding","Mreg"
"10917",10917,"ENSMUSG00000039419.18",90.6264532353271,-2.33743351680789,0.520839236727088,-4.48782148498669,7.19551817921277e-06,0.000131284143226502,79.5028168874947,223.118378125371,25.0550664124655,34.8295515159766,"chr6","protein_coding","Cntnap2"
"10940",10940,"ENSMUSG00000039485.9",230.277654212005,-1.38977773698633,0.268649864992556,-5.17319350607096,2.30126467452362e-07,5.92414623718968e-06,290.863964222541,375.830512486737,122.268724092832,132.147416045911,"chr10","protein_coding","Tspyl4"
"10955",10955,"ENSMUSG00000039531.9",519.173514725326,-0.852817355649087,0.190417074339096,-4.47868111937476,7.51056301300386e-06,0.000136662528781583,609.844778319929,726.870094070655,399.878859942949,340.100326567772,"chr10","protein_coding","Zup1"
"10958",10958,"ENSMUSG00000039540.10",91.7190888515692,-9.94257230414218,1.50484995852119,-6.60701902395155,3.92135666498971e-11,1.99358619998497e-09,131.858330447552,235.018024958725,0,0,"chr18","protein_coding","4921524L21Rik"
"10960",10960,"ENSMUSG00000039543.17",783.038431673569,-3.40450070951335,0.555127221795336,-6.13282969353017,8.6329551709935e-10,3.55762148533365e-08,912.343301111372,1949.55880619769,147.323790505297,122.927828879918,"chr14","protein_coding","Cfap70"
"10985",10985,"ENSMUSG00000039632.14",334.073492224386,-1.65664411728187,0.252033089536944,-6.57312149101372,4.9271222741608e-11,2.4861693789369e-09,427.570027407136,587.049243778755,184.405288795746,137.269408915908,"chr9","protein_coding","Odad3"
"10998",10998,"ENSMUSG00000039662.17",3235.44159847571,-0.672945962644049,0.114901982913715,-5.85669581654995,4.72166793120602e-09,1.72763524267672e-07,3594.1090512432,4359.2372899517,2423.32602341366,2565.09402929428,"chr4","protein_coding","Icmt"
"11002",11002,"ENSMUSG00000039676.5",35.4044733037991,-2.42098773308201,0.750343996059425,-3.22650377133194,0.0012531258053607,0.0122255291927042,28.1168498748457,91.2306257223741,12.0264318779834,10.2439857399931,"chr15","protein_coding","Capsl"
"11026",11026,"ENSMUSG00000039738.17",1490.96564187754,-0.928730707139155,0.154148999596883,-6.02488961698026,1.69225077110002e-09,6.63585312062749e-08,1652.10731678404,2257.95798662876,1069.35023448403,984.44702961334,"chr16","protein_coding","Slx4"
"11030",11030,"ENSMUSG00000039745.9",256.902894825462,-0.832508212639448,0.265871155476691,-3.13124682949081,0.00174065794619371,0.0162606061326332,274.381672916597,383.763610375639,200.440531299724,169.025764709887,"chr7","protein_coding","Htatip2"
"11043",11043,"ENSMUSG00000039781.15",661.911314127434,-1.02590022080154,0.204290029400806,-5.02178311790627,5.11939719452503e-07,1.22297382330602e-05,712.616712345227,1063.03511711288,405.892075881941,466.101351169687,"chr11","protein_coding","Cep131"
"11044",11044,"ENSMUSG00000039782.16",2165.32169268295,-0.720642669419132,0.107445092816235,-6.70707847636798,1.98559493827827e-11,1.06287111061171e-09,2617.77567800287,2772.61771217128,1665.66081510071,1605.23256545692,"chr5","protein_coding","Cpeb2"
"11066",11066,"ENSMUSG00000039844.21",2030.73038409529,-0.733831556727342,0.112439991345239,-6.52642843482763,6.73564765757843e-11,3.32412426105956e-09,2412.23180995228,2660.56270449054,1550.40750960337,1499.71951233499,"chr2","protein_coding","Rapgef1"
"11078",11078,"ENSMUSG00000039886.9",637.32030533202,-1.11637376772203,0.236460681232147,-4.72118139009343,2.34478708700009e-06,4.81654181618903e-05,634.08344200514,1110.63370444629,443.975776828889,360.588298047758,"chr5","protein_coding","Tmem120a"
"11103",11103,"ENSMUSG00000039963.21",530.72516556906,-2.5839988034313,0.513046027979717,-5.03658280643284,4.73916143146584e-07,1.14021631871914e-05,616.631604151788,1202.85596740478,176.387667543757,127.025423175915,"chr11","protein_coding","Ccdc40"
"11107",11107,"ENSMUSG00000039977.17",73.0731860764017,-1.6731736453301,0.525971316600738,-3.18111195900098,0.00146710919480687,0.0139762181957261,67.868258318593,154.695408833591,43.0947142294407,26.6343629239821,"chr9","protein_coding","Deup1"
"11128",11128,"ENSMUSG00000040022.15",1438.84894572624,-0.729582641919788,0.1272864623504,-5.73181647480594,9.93607488561318e-09,3.35636960326372e-07,1672.46779427961,1917.82641464208,1085.38547698801,1079.71609699528,"chr19","protein_coding","Rab11fip2"
"11137",11137,"ENSMUSG00000040040.17",1440.58013185796,-0.990211234148032,0.122878091619426,-8.05848480471914,7.72459221723931e-16,7.77608949868758e-14,1859.59027792945,1973.3580998644,998.193845872626,931.178303765375,"chr14","protein_coding","Ift88"
"11148",11148,"ENSMUSG00000040097.17",1359.63603504354,-0.93075104631227,0.164567854772975,-5.65572813473362,1.55186945576852e-08,5.11409227492185e-07,1461.10664694457,2106.23748950351,942.070497108703,929.129506617377,"chr17","protein_coding","Flywch1"
"11151",11151,"ENSMUSG00000040111.18",1803.7736713221,-1.01328036844047,0.149934320594549,-6.75816160317668,1.39753605702082e-11,7.58116476615528e-10,2019.56545825185,2805.341740963,1190.61675592036,1199.5707301532,"chr9","protein_coding","Gramd1b"
"11163",11163,"ENSMUSG00000040140.16",1757.18913002241,-6.1259568460685,0.692627418669125,-8.84451969550881,9.19228378406229e-19,1.44183465183501e-16,1915.82397767914,5013.71786578612,53.1167407944269,46.0979358299691,"chr17","protein_coding","Tdrd6"
"11171",11171,"ENSMUSG00000040163.15",44.2577620784958,-3.12699372953921,0.758939448065257,-4.12021504154352,3.78518950685967e-05,0.000588245195712738,33.9341291592965,124.946291750208,13.0286345344821,5.12199286999656,"chr6","protein_coding","1700034J05Rik"
"11188",11188,"ENSMUSG00000040219.5",483.006162917012,-1.37279409352028,0.247115424047936,-5.55527482272406,2.77175319170747e-08,8.64154916502448e-07,535.189694169476,858.757846473652,311.685026171071,226.392084853848,"chr9","protein_coding","Ttc12"
"11189",11189,"ENSMUSG00000040220.11",630.326429777337,-0.632338632617461,0.176637463231105,-3.5798670398144,0.00034376907903384,0.00408205607110958,756.246306978608,776.451955876293,552.21366373074,436.393792523707,"chr8","protein_coding","Gas8"
"11192",11192,"ENSMUSG00000040231.17",1264.94166578674,-1.30976762442232,0.169758098373962,-7.71549420597898,1.20514335905002e-14,1.03325723419568e-12,1523.15762597871,2082.4381958368,807.775341137888,646.395500193566,"chr7","protein_coding","Syngr4"
"11218",11218,"ENSMUSG00000040298.7",167.60492317429,-5.5267807295517,0.91133663607647,-6.06447772509823,1.32383123695713e-09,5.27291363161232e-08,187.122483649835,469.044412681336,4.00881062599448,10.2439857399931,"chr7","protein_coding","Btbd16"
"11221",11221,"ENSMUSG00000040312.15",1671.42184854494,-2.1536747409415,0.449583598204846,-4.79037658300028,1.66468589256253e-06,3.54673907895653e-05,1875.10302268798,3583.77697131152,620.363444372646,606.443955807593,"chr17","protein_coding","Cchcr1"
"11237",11237,"ENSMUSG00000040359.15",1593.85538255136,-0.798896473908612,0.120413097388124,-6.63463104294669,3.25315226665025e-11,1.67491814156237e-09,2015.68727206221,2032.85633403116,1227.69825421081,1099.17966990126,"chr4","protein_coding","Ufl1"
"11256",11256,"ENSMUSG00000040412.18",763.588494662823,-3.25174540805548,0.537177515441533,-6.05339075925899,1.41828264201156e-09,5.61595518169509e-08,935.612418249175,1828.57906339193,173.381059574261,116.781437435922,"chr3","protein_coding","Elapor1"
"11281",11281,"ENSMUSG00000040467.2",16.3284510532361,-3.91718360740703,1.22691409242546,-3.19271221317805,0.00140943337881384,0.0135351091537348,9.69546547408472,51.5651362778636,2.00440531299724,2.04879714799863,"chr8","lncRNA","4921522P10Rik"
"11283",11283,"ENSMUSG00000040473.16",835.342160984663,-1.83413478562826,0.425000600988153,-4.31560515764867,1.5916625846679e-05,0.000269503771867534,933.673325154358,1675.86692903057,397.874454629952,333.953935123776,"chr5","protein_coding","Cfap69"
"11290",11290,"ENSMUSG00000040489.6",721.984049804612,-0.64864213167883,0.159174895097274,-4.07502785714064,4.6008839153881e-05,0.000696292334659407,821.205925654975,942.055374307124,560.231284982729,564.443614273621,"chr11","protein_coding","Sox30"
"11298",11298,"ENSMUSG00000040514.7",14.5603771665504,-7.28707106025634,1.78815234186039,-4.07519588217796,4.59756305641419e-05,0.000696292334659407,11.6345585689017,46.6069500972998,0,0,"chr5","protein_coding","Tex47"
"11309",11309,"ENSMUSG00000040541.9",6.41250600167652,-6.10397152493735,2.08588365823347,-2.92632405496038,0.00342993457115588,0.0287000072186711,5.81727928445083,19.8327447222552,0,0,"chr9","protein_coding","Tmem225"
"11311",11311,"ENSMUSG00000040548.17",2399.15347075138,-1.0227180559855,0.14901647191571,-6.86312085394152,6.73721815068384e-12,3.80784558829432e-10,2669.16164501552,3762.27167381182,1674.68063900919,1490.499925169,"chr11","protein_coding","Tex2"
"11317",11317,"ENSMUSG00000040560.11",1090.44787473428,-0.738677334925294,0.135840642741,-5.43782273125497,5.3935595910381e-08,1.57026309014482e-06,1289.49690805327,1437.8739923635,809.779746450885,824.640852069447,"chr18","protein_coding","Wdr7"
"11328",11328,"ENSMUSG00000040594.20",1022.48964647678,-1.11376680273259,0.168935601467368,-6.59284835794501,4.31467229700291e-11,2.18257698143892e-09,1173.15132236425,1624.3017927527,660.451550632591,632.053920157576,"chr11","protein_coding","Ranbp17"
"11331",11331,"ENSMUSG00000040600.10",99.0403920067174,-10.0534033849324,1.49746986287349,-6.71359313077656,1.89889324682958e-11,1.0191566566671e-09,152.21880794313,243.942760083739,0,0,"chr3","protein_coding","Eps8l3"
"11344",11344,"ENSMUSG00000040629.9",7100.8310199305,-0.939681133134311,0.121386039957129,-7.74126195620345,9.84348517691399e-15,8.62221121513756e-13,8028.81495908955,10641.259180726,5068.13883391352,4665.11110599287,"chr1","protein_coding","Mael"
"11367",11367,"ENSMUSG00000040690.16",665.651652869072,-0.91731549497255,0.212897410295855,-4.30872077634855,1.64201514139242e-05,0.000277102038122887,668.987117711845,1071.9598522379,476.046261836845,445.613379689701,"chr4","protein_coding","Col16a1"
"11371",11371,"ENSMUSG00000040699.14",1728.12080354396,-1.72610283749144,0.368957347925092,-4.67832622713313,2.89226133985602e-06,5.78990699885624e-05,2008.90044623035,3299.17708454716,869.911905840802,734.493777557507,"chr11","protein_coding","Limd2"
"11390",11390,"ENSMUSG00000040729.9",1534.38539372671,-1.23306851506847,0.14395956844066,-8.56538074144576,1.07719304774385e-17,1.42429437990759e-15,1902.25032601542,2403.72866033733,974.140982116659,857.421606437425,"chr9","protein_coding","Cep126"
"11393",11393,"ENSMUSG00000040734.15",516.340646718829,-1.66704105906084,0.210099235138546,-7.93454130359654,2.11274702724447e-15,2.01647751647475e-13,652.504826405901,918.256080640418,239.52643490317,255.075244925829,"chr7","protein_coding","Ppp1r13l"
"11411",11411,"ENSMUSG00000040794.6",669.48738887524,-1.55194519826986,0.44998158217838,-3.44890826588241,0.000562857882184539,0.00620646669652423,705.829886513367,1291.11168141882,379.834806812977,301.173180755798,"chr2","protein_coding","C1qtnf4"
"11416",11416,"ENSMUSG00000040812.15",1397.42519157141,-2.292182284603,0.15885734037284,-14.4291870883852,3.39053686657494e-47,6.23673845075249e-44,1990.47906182959,2651.63796936553,508.116746844801,439.466988245705,"chr2","protein_coding","Agbl2"
"11422",11422,"ENSMUSG00000040828.11",280.191085516677,-2.65132156235078,0.703805282136954,-3.76712370543826,0.000165139183500857,0.00214744616899508,259.83847470547,707.037349348399,82.1806178328869,71.7079001799519,"chr17","protein_coding","Catsperd"
"11431",11431,"ENSMUSG00000040850.18",3354.98432698729,-0.696717772227808,0.130436585238292,-5.34142910100709,9.22166823001236e-08,2.57722700229379e-06,3545.63172387278,4753.90890992458,2523.54628906353,2596.85038508826,"chr11","protein_coding","Psme4"
"11439",11439,"ENSMUSG00000040866.14",299.597289759401,-5.03978964920216,1.04937411176441,-4.80266245631724,1.56569697041868e-06,3.36309049888022e-05,223.965252451357,939.080462598786,23.0506610994683,12.2927828879918,"chr7","protein_coding","Rsph6a"
"11456",11456,"ENSMUSG00000040936.16",823.492499761793,-1.73285541031858,0.204344528416078,-8.48006757876194,2.25063179190138e-17,2.79382108449893e-15,975.363826692922,1556.87046069704,388.854630721465,372.88108093575,"chr9","protein_coding","Ulk4"
"11468",11468,"ENSMUSG00000040978.5",194.817418064609,-2.51070555957533,0.358288800681051,-7.00749103740578,2.42629555386018e-12,1.47428421131552e-10,234.63026447285,428.387286000713,70.1541859549034,46.0979358299691,"chr11","protein_coding","Gm11992"
"11469",11469,"ENSMUSG00000040985.14",39.4702730252915,-2.93631442667453,0.673482845230752,-4.35989490670468,1.30124922776929e-05,0.000224577595966473,51.385967012649,88.2557140140358,9.01982390848758,9.21958716599381,"chr11","protein_coding","Sun3"
"11506",11506,"ENSMUSG00000041138.17",46.0444057963634,-5.47941315209366,1.72154805057027,-3.18284067080124,0.00145837841286564,0.0138995896400958,14.5431982111271,165.603418430831,3.00660796949586,1.02439857399931,"chr13","protein_coding","Nme8"
"11507",11507,"ENSMUSG00000041141.8",515.349140675324,-1.28688935888983,0.208150285576525,-6.18250104882376,6.30938918191833e-10,2.65967043139449e-08,626.327069625873,835.950190043058,330.726876644545,268.39242638782,"chr7","protein_coding","Pnma8a"
"11509",11509,"ENSMUSG00000041144.13",2341.59699599243,-1.55479327930958,0.127896235258134,-12.1566774516196,5.28654069560962e-34,3.14611365985191e-31,3096.73167242266,3891.18451450648,1164.5594868514,1213.91231018919,"chr1","protein_coding","Dnah7b"
"11549",11549,"ENSMUSG00000041298.16",819.503159370851,-0.828660342026419,0.159229069467925,-5.20420262955404,1.94831330851273e-07,5.09989281816902e-06,957.91198883957,1139.39118429356,620.363444372646,560.346019977624,"chr5","protein_coding","Katnal1"
"11553",11553,"ENSMUSG00000041309.18",79.9753470596064,-1.68584952913387,0.492545677220261,-3.42272728622482,0.000619962430512368,0.00677339083098664,80.4723634349031,163.620143958606,46.1013221989365,29.7075586459801,"chr7","protein_coding","Nkx6-2"
"11556",11556,"ENSMUSG00000041323.7",357.077028976865,-1.61298726195311,0.30559721338453,-5.27814780798904,1.30496187687094e-07,3.55857124213026e-06,365.519048372994,711.00389829285,212.466963177707,139.318206063907,"chr12","protein_coding","Ak7"
"11561",11561,"ENSMUSG00000041343.20",1021.90579517466,-1.2556419744184,0.181549355295546,-6.91625686235198,4.63733247369153e-12,2.70408603091281e-10,1156.66903105831,1724.45715360009,612.345823120657,594.151172919601,"chr7","protein_coding","Ankrd42"
"11601",11601,"ENSMUSG00000041477.15",563.76473942195,-0.60761519763318,0.183249058800152,-3.31578891379645,0.000913848261148876,0.00940529283625959,605.966592130295,755.627573917925,453.997803393875,439.466988245705,"chr6","protein_coding","Dcp1b"
"11628",11628,"ENSMUSG00000041571.11",1320.61044338688,-0.759908055508237,0.15717751386171,-4.83471227428136,1.33338352615591e-06,2.89792505566473e-05,1420.38569195341,1900.96858162816,1046.29957338456,914.787926581386,"chr7","protein_coding","Selenow"
"11639",11639,"ENSMUSG00000041617.11",275.278113787414,-1.7897012026775,0.281079931822813,-6.36723223558234,1.92469645155674e-10,8.8109294119455e-09,332.554465761106,521.601186195313,135.297358627314,111.659444565925,"chr16","protein_coding","Ccdc74a"
"11660",11660,"ENSMUSG00000041679.10",206.646318385991,-1.39496091511046,0.325206269245335,-4.28946501661106,1.79104021007212e-05,0.000298762634877158,218.147973166906,380.788698667301,128.281940031823,99.3666616779333,"chr8","protein_coding","Lrrc29"
"11674",11674,"ENSMUSG00000041716.8",199.942592860945,-0.90486841934657,0.285029152431119,-3.17465217725489,0.00150016205351057,0.0142441478135771,226.873892093582,294.51625912549,150.330398474793,128.049821749914,"chr12","protein_coding","Gm20604"
"11684",11684,"ENSMUSG00000041737.9",40.3794711811322,-3.37771768090681,0.683008305976783,-4.94535374072249,7.60057184208546e-07,1.73970555037056e-05,61.0814324867337,86.2724395418103,8.01762125198896,6.14639144399588,"chr9","protein_coding","Tmem45b"
"11707",11707,"ENSMUSG00000041809.6",777.680806699046,-2.36817649148117,0.211071506751724,-11.2197829443022,3.26069768755061e-29,1.29366582372351e-26,1002.51113002036,1603.47741079434,244.537448185663,260.197237795825,"chr1","protein_coding","Efhc1"
"11715",11715,"ENSMUSG00000041840.9",771.957975985175,-0.723396938089678,0.180934633620391,-3.99811204530028,6.38497270673265e-05,0.000932132306984332,808.601820538665,1114.60025339074,606.332607181665,558.297222829625,"chr18","protein_coding","Haus1"
"11737",11737,"ENSMUSG00000041915.10",933.469159638155,-0.80706202089264,0.15801578966556,-5.1074770603671,3.26488718621228e-07,8.08589073755438e-06,1091.70941238194,1284.17022076603,617.35683640315,740.640169001503,"chr18","protein_coding","Ammecr1l"
"11772",11772,"ENSMUSG00000042050.9",1085.25312119016,-0.998181819264159,0.140960905642116,-7.08126706988127,1.42842308618793e-12,9.06041151282964e-11,1339.91332851851,1552.90391175259,707.555075488026,740.640169001503,"chr12","protein_coding","Dync2i1"
"11778",11778,"ENSMUSG00000042078.15",49.6605377396527,-2.24997806750362,0.576239512439057,-3.90458831602871,9.43859199922323e-05,0.00131801566951196,64.9596186763676,99.1637236112762,14.0308371909807,20.4879714799863,"chr5","protein_coding","Svop"
"11787",11787,"ENSMUSG00000042104.19",828.852959611206,-0.932732960776214,0.148017892208795,-6.30148792728716,2.9480174854441e-10,1.29393027766759e-08,1042.26253846411,1133.44136087689,575.264324830208,564.443614273621,"chr14","protein_coding","Uggt2"
"11801",11801,"ENSMUSG00000042156.17",320.505940217942,-1.71634860827395,0.264450278864322,-6.49025070287232,8.56936549078224e-11,4.17813352627682e-09,382.970886226346,599.940527848221,139.306169253308,159.806177543893,"chr14","protein_coding","Dzip1"
"11807",11807,"ENSMUSG00000042184.12",12.1223704818134,-3.90429615698774,1.40130255931655,-2.78619069881095,0.00533314868597433,0.0413135262297108,6.7868258318593,38.6738522083977,2.00440531299724,1.02439857399931,"chr5","protein_coding","1700069L16Rik"
"11809",11809,"ENSMUSG00000042189.6",134.059366305637,-7.46487339295939,1.80938312772646,-4.12564551894502,3.69696332442621e-05,0.000576749081776715,98.8937478356641,434.33710941739,3.00660796949586,0,"chr11","protein_coding","Tekt3"
"11819",11819,"ENSMUSG00000042210.18",738.759666565931,-0.847095764079018,0.166008995491676,-5.10271001622614,3.34823850629752e-07,8.25191935888235e-06,896.830556352836,1002.54524571,577.268730143205,478.394134057679,"chr9","protein_coding","Abhd14a"
"11821",11821,"ENSMUSG00000042213.18",1536.54774526579,-1.29878716496202,0.148870436828909,-8.72427859169019,2.67882866493332e-18,3.8442141281036e-16,1957.5144792177,2412.65339546235,984.163008681645,791.860097701469,"chr6","protein_coding","Zfand4"
"11846",11846,"ENSMUSG00000042293.9",554.491410925242,-1.59114060929408,0.496817145572153,-3.20266847365274,0.00136160630823373,0.0131381697857898,551.67198547542,1113.60861615463,299.658594293087,253.02644777783,"chr9","protein_coding","Gm5617"
"11855",11855,"ENSMUSG00000042328.14",424.62622154619,-0.730598782778414,0.218121796599709,-3.34949919800628,0.000809577900552475,0.00844816876729179,445.021865260488,614.815086389912,302.665202262583,336.002732271775,"chr5","protein_coding","Hps4"
"11918",11918,"ENSMUSG00000042500.12",822.699789701834,-0.839764518518955,0.151230054559446,-5.55289436987446,2.80977878077721e-08,8.7331895315278e-07,1040.32344536929,1070.96821500178,628.381065624635,551.12643281163,"chr4","protein_coding","Ago4"
"11942",11942,"ENSMUSG00000042567.21",42.0859341392957,-1.95066199063879,0.662161130807446,-2.94590228855647,0.00322014105875102,0.027273476007856,50.4164204652405,83.297527833472,9.01982390848758,25.6099643499828,"chr14","protein_coding","Nek10"
"11943",11943,"ENSMUSG00000042569.14",542.170661226033,-0.663405621306699,0.195416962767454,-3.39482106318555,0.000686734675843083,0.00739509815380997,579.788835350266,749.677750501248,451.993398080878,387.22266097174,"chr11","protein_coding","Dhrs7b"
"11947",11947,"ENSMUSG00000042581.15",33.4107944515735,-2.85762481941346,0.809618347278215,-3.52959493694809,0.000416196349816519,0.00480065721041953,24.2386636852118,93.2139001945996,9.01982390848758,7.17079001799519,"chr1","protein_coding","Thsd7b"
"11950",11950,"ENSMUSG00000042594.17",1705.85311152475,-0.635279113527723,0.115458815241007,-5.50221403365045,3.75051249473414e-08,1.13945750478154e-06,2000.17452730368,2150.86116512858,1353.97578892964,1318.40096473712,"chr5","protein_coding","Sh2b3"
"11956",11956,"ENSMUSG00000042607.16",52.6897735573179,-3.69033001716626,0.789397229678925,-4.67487074747811,2.94138811278952e-06,5.87704904167534e-05,31.0254895170711,164.611781194718,11.0242292214848,4.09759429599725,"chr6","protein_coding","Asb4"
"11959",11959,"ENSMUSG00000042616.9",956.77111239551,-1.88354120090176,0.20397921817245,-9.23398578432315,2.60744425577729e-20,5.02466924489503e-18,1150.85175177386,1860.31145494754,439.966966202894,375.954276657748,"chr4","protein_coding","Oscp1"
"11965",11965,"ENSMUSG00000042632.18",1352.34382095685,-0.854369553836477,0.166401266711509,-5.13439332957545,2.83055577655113e-07,7.12356537098701e-06,1418.44659885859,2064.58872558677,950.088118360692,976.251841021345,"chr15","protein_coding","Pla2g6"
"11991",11991,"ENSMUSG00000042707.7",351.873033539978,-2.75737854259066,0.277114093390404,-9.95033673262514,2.51331333878056e-23,6.27831877739332e-21,455.686877281982,770.502132459616,93.2048470543717,88.0982773639409,"chr4","protein_coding","Dnali1"
"11992",11992,"ENSMUSG00000042708.13",1691.09199138523,-2.53347967402982,0.379818815244649,-6.67023215371243,2.553990933272e-11,1.3457669933288e-09,2142.69786977272,3625.42573522826,531.167407944269,465.076952595688,"chr1","protein_coding","Shcbp1l"
"11998",11998,"ENSMUSG00000042726.15",1896.34749514145,-1.16807499626073,0.148436365429117,-7.86919696453038,3.5692485611799e-15,3.29772490351206e-13,2228.01796594467,3021.51865843559,1238.72248343229,1097.13087275326,"chr5","protein_coding","Trafd1"
"12000",12000,"ENSMUSG00000042734.7",175.299085819053,-1.85603778467663,0.389200334535791,-4.76884940731198,1.85281094096844e-06,3.90925720329045e-05,168.701099249074,380.788698667301,88.1938337718786,63.5127115879574,"chr12","protein_coding","Ttc9"
"12020",12020,"ENSMUSG00000042793.14",198.290874024451,-1.03412300312381,0.276196880845717,-3.74415163544684,0.000181004319966393,0.00232241053278376,286.016231485499,246.917671792078,137.301763940311,122.927828879918,"chr1","protein_coding","Lgr6"
"12064",12064,"ENSMUSG00000043020.14",426.772558617043,-3.37874448172894,0.281631122183374,-11.9970564884125,3.68158027292105e-33,2.12837414977956e-30,582.697474992491,974.779403098845,90.1982390848758,59.4151172919601,"chr3","protein_coding","Dnai3"
"12072",12072,"ENSMUSG00000043061.11",1328.67354497159,-0.788087209683469,0.126378541238097,-6.23592583015111,4.49113868848953e-10,1.9334829834659e-08,1606.53862905584,1759.16445686404,991.178427277135,957.812666689357,"chr12","protein_coding","Tmem18"
