geneId,ENSEMBL,SYMBOL
27425,ENSMUSG00000038717,Atp5l
54725,ENSMUSG00000032076,Cadm1
434402,ENSMUSG00000042293,Gm5617
235323,ENSMUSG00000032267,Usp28
102580,ENSMUSG00000032059,Alg9
723849,ENSMUSG00000065492,Mir34b
11920,ENSMUSG00000034218,Atm
235386,ENSMUSG00000035878,Hykk
110842,ENSMUSG00000032314,Etfa
244895,ENSMUSG00000074305,Peak1
20466,ENSMUSG00000042557,Sin3a
24044,ENSMUSG00000040188,Scamp2
12988,ENSMUSG00000032312,Csk
56380,ENSMUSG00000004661,Arid3b
20320,ENSMUSG00000032336,Nptn
270163,ENSMUSG00000039585,Myo9a
56040,ENSMUSG00000007892,Rplp1
100628602,ENSMUSG00000092696,Mir5133
319480,ENSMUSG00000032243,Itga11
56469,ENSMUSG00000032405,Pias1
69882,ENSMUSG00000034263,Ints14
270166,ENSMUSG00000015357,Clpx
68318,ENSMUSG00000053040,Aph1c
102465716,ENSMUSG00000098446,Mir7242
19378,ENSMUSG00000013584,Aldh1a2
17427,ENSMUSG00000032221,Mns1
50772,ENSMUSG00000042688,Mapk6
68801,ENSMUSG00000032349,Elovl5
13627,ENSMUSG00000037742,Eef1a1
215351,ENSMUSG00000034252,Senp6
109785,ENSMUSG00000056131,Pgm3
21761,ENSMUSG00000062270,Morf4l1
67958,ENSMUSG00000032407,U2surp
75552,ENSMUSG00000064225,Paqr9
235533,ENSMUSG00000041440,Gk5
192287,ENSMUSG00000032449,Slc25a36
64655,ENSMUSG00000032459,Mrps22
23873,ENSMUSG00000032463,Faim
77853,ENSMUSG00000066415,Msl2
28135,ENSMUSG00000032534,Cep63
321022,ENSMUSG00000032803,Cdv3
319215,ENSMUSG00000099616,4932413F04Rik
75686,ENSMUSG00000032565,Nudt16
235587,ENSMUSG00000023249,Parp3
74840,ENSMUSG00000032575,Manf
56289,ENSMUSG00000010067,Rassf1
15983,ENSMUSG00000010048,Ifrd2
19654,ENSMUSG00000032582,Rbm6
102791,ENSMUSG00000039461,Tcta
112418,ENSMUSG00000032611,1700102P08Rik
69232,ENSMUSG00000006673,Qrich1
387186,ENSMUSG00000105497,Mir191
107934,ENSMUSG00000023473,Celsr3
17758,ENSMUSG00000032479,Map4
20588,ENSMUSG00000032481,Smarcc1
72654,ENSMUSG00000019659,Ccdc12
71268,ENSMUSG00000032497,Lrrfip2
17350,ENSMUSG00000032498,Mlh1
320429,ENSMUSG00000062296,Trank1
75116,ENSMUSG00000074039,4930520O04Rik
68292,ENSMUSG00000032437,Stt3b
100316675,ENSMUSG00000080409,Mir467h
27215,ENSMUSG00000039285,Azi2
108737,ENSMUSG00000036737,Oxsr1
22437,ENSMUSG00000079243,Xirp1
208638,ENSMUSG00000032519,Slc25a38
22354,ENSMUSG00000032528,Vipr1
56295,ENSMUSG00000038412,Higd1a
102566,ENSMUSG00000037949,Ano10
102680,ENSMUSG00000036814,Slc6a20a
17281,ENSMUSG00000025241,Fyco1
19054,ENSMUSG00000093803,Ppp2r3d
11643,ENSMUSG00000050089,Akap4
54644,ENSMUSG00000031154,Otud5
21855,ENSMUSG00000031158,Timm17b
209815,ENSMUSG00000039201,Tbc1d25
70495,ENSMUSG00000031007,Atp6ap2
17161,ENSMUSG00000025037,Maoa
209005,ENSMUSG00000079606,Fsip2l
76130,ENSMUSG00000057421,Las1l
77929,ENSMUSG00000047694,Yipf6
18655,ENSMUSG00000062070,Pgk1
100302634,ENSMUSG00000095005,Astx6
100113394,ENSMUSG00000095521,Astx5
74469,ENSMUSG00000009596,Taf7l
331532,ENSMUSG00000054034,Tceal5
436230,ENSMUSG00000087368,BC065397
22037,ENSMUSG00000051257,Trap1a
245688,ENSMUSG00000031353,Rbbp7
20438,ENSMUSG00000040749,Siah1b
18700,ENSMUSG00000031381,Piga
17318,ENSMUSG00000035299,Mid1
100041505,ENSMUSG00000096520,Gm3376
20611,ENSMUSG00000095267,Ssty1
434960,ENSMUSG00000094729,Gm20747
100041346,ENSMUSG00000101005,Gm20871
380994,ENSMUSG00000093993,Gm20736
100040031,ENSMUSG00000093950,Gm20823
434935,ENSMUSG00000096122,Gm21943
654820,ENSMUSG00000072844,G530011O06Rik
